n,selectsort,mergesort,quicksort
1248,560287,61520,196945
1249,547690,61903,197462
1250,531502,61802,196437
1251,546339,61732,197340
1252,530515,62948,197476
1253,537949,62549,197428
1254,522298,60711,237951
1255,619280,89732,209925
1256,592068,60736,205980
1257,661040,60833,221041
1258,588404,62281,197173
1259,579071,82535,229895
1260,538795,62787,219439
1261,556012,63187,198962
1262,534392,62770,198229
1263,566667,62698,198554
1264,539606,62759,198056
1265,568250,63685,214233
1266,633527,63212,200274
1267,544230,62513,197770
1268,551866,64832,200150
1269,545712,63066,199784
1270,580438,63348,210399
1271,549977,62774,198293
1272,550639,62678,198837
1273,587446,62977,199357
1274,566996,65546,262898
1275,683066,62124,196677
1276,598597,61957,199328
1277,533955,62281,195247
1278,537207,61384,194259
1279,591882,61207,194565
1280,682994,61836,194953
1281,599362,66144,196604
1282,553765,62445,217140
1283,556433,64347,201480
1284,557006,63959,200655
1285,567717,64567,210459
1286,557118,63976,220912
1287,630889,67034,208913
1288,597109,64919,203445
1289,578552,64768,203499
1290,671862,64886,202784
1291,548486,63129,197917
1292,546421,63327,198203
1293,548352,62670,196619
1294,632940,63409,199476
1295,573090,63010,197233
1296,645749,63381,199025
1297,810270,63454,260528
1298,636415,63780,199673
1299,583595,66987,208943
1300,615602,67467,210885
1301,620823,74635,230539
1302,587522,89367,212747
1303,633151,109119,225800
1304,556322,64629,199602
1305,555112,63802,198885
1306,667058,64575,200161
1307,710890,65070,202086
1308,695054,64685,246788
1309,894345,86818,218868
1310,562014,118849,239847
1311,578563,66240,206072
1312,640833,66769,207320
1313,609343,70781,213533
1314,583485,68108,209747
1315,631224,67545,229471
1316,625566,67386,208187
1317,847203,85087,248752
1318,689854,69874,214107
1319,758006,83188,241018
1320,657877,72118,221473
1321,604201,69672,214709
1322,585687,67636,207921
1323,645064,68505,210025
1324,656441,71644,219883
1325,642399,74990,249610
1326,639525,92504,266552
1327,689997,72137,216999
1328,642607,69996,227484
1329,646332,68352,209915
1330,599206,71308,217785
1331,596813,67660,209439
1332,594188,68360,209700
1333,600747,68744,210198
1334,645228,66952,211163
1335,664795,68568,230500
1336,675918,66661,205397
1337,639038,81577,215106
1338,755412,73314,224650
1339,720208,71935,225424
1340,685519,75107,229627
1341,640050,73110,295362
1342,644240,70633,211718
1343,658937,75164,259552
1344,700678,73613,223841
1345,720370,67311,320651
1346,706995,67521,206610
1347,634133,69901,234427
1348,626237,71498,237751
1349,650961,71664,218117
1350,672430,69059,211519
1351,655136,83023,213843
1352,611865,70626,212816
1353,609838,68251,206756
1354,710238,68109,207413
1355,687912,68271,208118
1356,617821,70523,212953
1357,675108,69454,212441
1358,673145,72503,220779
1359,616137,70435,213935
1360,619943,68612,207933
1361,812061,68755,208266
1362,814457,68194,207739
1363,602671,68756,208827
1364,638469,70233,214444
1365,628356,71156,217036
1366,634364,70451,214512
1367,683017,72596,224507
1368,639079,73265,221320
1369,639919,70461,214468
1370,624953,70737,214699
1371,609628,69485,210069
1372,628924,69701,299796
1373,695243,69424,303871
1374,676039,68943,210072
1375,639312,71219,215547
1376,723697,99951,246117
1377,735552,72333,218938
1378,651513,71832,217871
1379,639861,71619,217003
1380,752431,78772,236723
1381,720398,81405,299722
1382,726040,79538,246584
1383,757386,82067,252407
1384,887622,82479,248431
1385,771800,84322,261503
1386,704329,91302,231521
1387,702218,80072,248633
1388,637272,73900,214458
1389,708406,72428,217974
1390,714688,72738,219440
1391,648796,73299,252206
1392,673968,73522,220634
1393,646025,72723,218322
1394,790575,73304,220580
1395,650367,73183,230749
1396,846916,71497,230069
1397,696991,71463,318920
1398,687997,71484,215634
1399,654783,72955,237263
1400,653732,73693,243781
1401,737333,74394,221803
1402,653753,73402,220491
1403,681992,73758,221615
1404,725358,73318,220550
1405,655619,82016,226095
1406,660113,73491,222740
1407,673023,72233,368903
1408,729166,71877,290936
1409,709301,71978,217058
1410,680401,77231,226854
1411,668914,73981,223182
1412,663194,75083,222793
1413,660195,74661,236400
1414,702834,159547,343389
1415,715318,73117,217284
1416,689215,72779,218428
1417,744925,75125,223428
1418,669617,74577,222025
1419,675523,74955,223609
1420,668208,75062,223859
1421,807411,76687,227388
1422,675418,74887,223004
1423,671775,74700,222837
1424,729846,75655,233266
1425,739741,75044,224428
1426,682814,75548,224553
1427,677178,75954,224675
1428,683324,73724,219120
1429,657893,73852,218403
1430,663999,73956,221119
1431,755557,74103,220542
1432,661469,74057,219240
1433,768406,74401,219552
1434,663787,74499,219593
1435,736394,73774,218508
1436,883636,75474,414490
1437,693662,74716,220645
1438,773112,74813,221703
1439,682765,76822,226606
1440,688539,76460,228855
1441,687988,76781,226830
1442,685229,76922,227048
1443,669706,75048,221136
1444,806512,77815,275615
1445,753648,75592,221390
1446,713312,75086,220321
1447,675694,74818,220675
1448,771330,77600,227486
1449,673625,75336,221625
1450,677628,73734,336265
1451,744576,73915,216987
1452,673791,73556,216406
1453,675642,73197,215194
1454,741752,77052,226278
1455,938644,91879,231970
1456,702064,77791,229006
1457,831933,92862,223793
1458,719757,77921,229636
1459,801117,78162,230257
1460,689137,76178,269591
1461,684751,75929,222665
1462,688825,76182,225074
1463,688189,87068,316011
1464,690845,76448,223962
1465,691383,76764,224877
1466,699443,169259,285762
1467,768501,75873,225701
1468,1024278,94033,227733
1469,706318,81176,234846
1470,795615,76976,225676
1471,745758,78889,232840
1472,722184,84065,292287
1473,737250,78903,252137
1474,719874,79234,231798
1475,725955,82888,232120
1476,796110,79403,234083
1477,764396,83426,236271
1478,776680,77841,226027
1479,745684,77025,300263
1480,812266,77991,227970
1481,788161,77978,227358
1482,912298,79501,232744
1483,800107,78496,228150
1484,711570,77908,227480
1485,1204971,79070,230492
1486,707649,78169,228216
1487,745225,79889,287598
1488,754651,82161,236373
1489,733895,80981,237559
1490,746455,83160,240033
1491,737903,80254,233716
1492,759438,82419,240174
1493,813903,84813,257760
1494,779901,81007,235494
1495,812475,79286,274630
1496,1017166,78542,243803
1497,741908,80855,234103
1498,862769,85785,250334
1499,740635,80886,234657
1500,745095,81350,235588
1501,763239,78566,228241
1502,725099,79180,230461
1503,784225,133954,339062
1504,871013,80378,229647
1505,727988,79401,231073
1506,897766,153096,234170
1507,828516,81772,236689
1508,746350,81222,235784
1509,791875,83878,262444
1510,900403,103243,252620
1511,747713,94033,231331
1512,802831,79573,230317
1513,732532,80199,231309
1514,733538,79763,230832
1515,812542,80221,341503
1516,939889,117130,247585
1517,946206,82771,239755
1518,762208,82986,262873
1519,758007,82590,238658
1520,759491,84111,238613
1521,841080,85687,315998
1522,903262,131277,292482
1523,842443,85279,262627
1524,793582,85433,261255
1525,1184165,91051,264244
1526,882316,91157,263749
1527,1308653,111506,289197
1528,859099,94421,323630
1529,994988,118640,308133
1530,987625,101234,300532
1531,903328,108809,270748
1532,898770,86109,248461
1533,900977,89313,256363
1534,806635,85755,241410
1535,797931,86022,268336
1536,838121,83703,242004
1537,779440,84146,242262
1538,802133,83770,242134
1539,775559,84262,243327
1540,865373,84420,259859
1541,811243,86830,259286
1542,778619,84290,255510
1543,777903,84360,242802
1544,820721,84395,244685
1545,796064,83000,248358
1546,1015155,120928,238578
1547,768176,82017,237232
1548,1107233,101141,260994
1549,830905,85279,247137
1550,790319,84410,244323
1551,872783,83616,243549
1552,794408,84834,258297
1553,794901,84428,244935
1554,794917,84546,245085
1555,866903,84994,245904
1556,795954,84521,247677
1557,887849,89678,261258
1558,834710,87021,273006
1559,841480,103380,239443
1560,882602,84869,245865
1561,779343,81622,238594
1562,892782,81853,238927
1563,827195,82284,238941
1564,843188,82323,241817
1565,784766,82125,255956
1566,833169,86456,268335
1567,933265,88995,279954
1568,944516,96679,299196
1569,879314,91925,285664
1570,913445,92436,270846
1571,890293,87241,254852
1572,842432,84236,247169
1573,1040202,100231,278768
1574,860097,87484,256780
1575,994953,92298,348835
1576,908199,95134,281377
1577,941790,94741,278251
1578,899800,87110,256155
1579,875946,84751,248744
1580,875286,89508,262578
1581,892867,92167,263018
1582,892795,106805,279633
1583,1039219,92215,287150
1584,909706,95438,280305
1585,901080,90616,288226
1586,873174,91578,295640
1587,892596,92690,272612
1588,925778,92237,272728
1589,1162949,82702,340580
1590,954485,82429,244510
1591,806370,82481,243792
1592,828058,83909,249665
1593,917348,85026,253440
1594,833048,84694,252368
1595,873716,84637,252295
1596,837469,85190,251252
1597,925841,84921,253074
1598,866921,84571,253257
1599,833599,84182,250967
1600,849150,94237,388600
1601,848650,82266,446592
1602,812954,82340,250065
1603,814784,82312,248539
1604,876723,84776,253753
1605,887042,85097,279128
1606,844540,84959,253932
1607,841956,85275,254449
1608,895844,84843,253454
1609,923475,85244,254893
1610,860924,84817,255757
1611,846258,84732,253698
1612,850047,84745,255763
1613,901817,85348,259903
1614,841736,82789,248859
1615,847405,82089,390934
1616,1261474,101358,285195
1617,888186,85428,256466
1618,855053,84291,253760
1619,853764,85121,255337
1620,981722,82780,249290
1621,831682,82784,248532
1622,836676,82685,248796
1623,858691,84354,255103
1624,906862,86725,260816
1625,878396,118191,260627
1626,928495,82804,250687
1627,908579,82636,299457
1628,838503,82837,250590
1629,1023923,82198,249051
1630,844493,82418,250534
1631,844439,152540,249746
1632,893984,82572,250585
1633,925883,82688,251589
1634,873250,91689,273615
1635,917365,89397,273482
1636,933053,87521,266926
1637,850373,137589,267456
1638,849803,82162,250566
1639,850722,82794,252114
1640,939649,83209,252607
1641,1129661,85495,260325
1642,970383,85352,260459
1643,965754,84373,258360
1644,875132,98084,251587
1645,1248426,91909,274967
1646,879165,83182,254723
1647,860846,82887,253232
1648,933853,130490,276583
1649,998097,93271,285757
1650,971127,93206,283063
1651,928698,82596,438244
1652,1055486,82835,255257
1653,932459,85325,262756
1654,888175,85533,265538
1655,889478,84989,261416
1656,942597,85039,261681
1657,947427,85819,269159
1658,891617,85100,263339
1659,936980,85641,263831
1660,949920,86372,265154
1661,906427,85122,293277
1662,1008975,85322,267612
1663,916862,85483,264355
1664,1010525,92559,292451
1665,1010116,177145,264093
1666,1176181,82695,256968
1667,1109374,83196,260823
1668,935223,85322,265214
1669,912566,85465,353926
1670,910339,85483,266505
1671,905441,85400,264829
1672,1004652,85563,268517
1673,906472,99092,266103
1674,1010150,84899,263956
1675,927120,85769,280379
1676,953110,85971,272413
1677,967172,85714,266551
1678,915712,84783,264718
1679,914219,84680,264653
1680,1205960,83505,354923
1681,929855,100098,327274
1682,944710,83008,260052
1683,920485,85492,265782
1684,919811,84972,265348
1685,937427,89124,267659
1686,1099101,83385,260100
1687,897662,83548,259452
1688,894810,83020,258495
1689,1120671,111373,526385
1690,904395,83843,260909
1691,993941,83147,262729
1692,931950,85624,266801
1693,929727,85930,267765
1694,932178,85414,267008
1695,908047,82866,259881
1696,959062,83824,261657
1697,1006951,83364,262657
1698,910850,82699,260309
1699,1860288,246961,607625
1700,1107114,86581,272366
1701,944087,85592,267999
1702,942843,86293,269467
1703,938067,83072,260675
1704,1007394,83675,262237
1705,1646732,110432,379503
1706,1129591,83651,263196
1707,918770,83641,262012
1708,1018656,89307,313442
1709,950034,91537,271173
1710,959545,86311,271204
1711,985708,86268,270963
1712,924489,82580,277664
1713,1171121,84231,360577
1714,1056143,85997,272182
1715,993616,96555,308104
1716,990527,85573,270176
1717,1101164,85753,271759
1718,1058117,85853,273237
1719,1009685,90609,311013
1720,996916,98809,420454
1721,1001567,94638,289936
1722,957775,87932,273512
1723,1168505,151063,282632
1724,1100245,83436,275925
1725,944881,83474,495311
1726,966490,85523,271173
1727,1126921,86765,287947
1728,1019212,86396,286017
1729,1042694,83293,264876
1730,982585,83598,321761
1731,998611,86443,273990
1732,1032812,85611,272751
1733,971684,85122,273461
1734,1276093,105284,315092
1735,1109416,85956,275531
1736,1294084,84170,270134
1737,984829,86260,280446
1738,1007876,85723,274959
1739,981014,85731,285527
1740,976597,85581,272437
1741,981195,85152,273553
1742,980492,85396,274259
1743,953555,83597,267720
1744,976489,85571,274506
1745,1009928,87471,314007
1746,1020899,83935,268240
1747,1056228,83510,268429
1748,956984,82861,343219
1749,1197119,83701,268621
1750,963400,82992,336019
1751,1002682,83239,266992
1752,967619,83139,267146
1753,1028062,83525,269225
1754,1069898,82987,267656
1755,1298243,100881,271213
1756,971773,103391,288436
1757,1015322,83312,269689
1758,973468,83245,268960
1759,1072361,82504,267959
1760,972171,83670,268745
1761,973951,83328,269404
1762,971920,83387,269385
1763,1203788,83916,271102
1764,1087903,82969,268943
1765,1080548,84009,270055
1766,1087722,83331,269762
1767,976936,86079,333878
1768,1066190,88648,284571
1769,1245479,120481,272967
1770,1165947,84027,271472
1771,1101874,123794,372850
1772,1280817,83726,271578
1773,1039263,126802,287136
1774,1051399,88943,311485
1775,1122937,85663,279162
1776,1129408,88276,292909
1777,1055000,110651,288337
1778,1290960,83923,271693
1779,1170610,86453,280876
1780,1027197,86194,281873
1781,1073486,100195,283768
1782,1098695,85629,279560
1783,1096015,88105,294636
1784,1026925,86216,280496
1785,1168223,95037,281413
1786,1032415,85616,279700
1787,1050979,84293,365915
1788,1039807,84010,273893
1789,1004621,83743,273432
1790,1169093,105506,314489
1791,1048147,85710,280379
1792,1152065,86960,298872
1793,1044167,89475,286282
1794,1134212,104177,317351
1795,1044940,85652,283457
1796,1066074,87858,289069
1797,1038360,86163,282219
1798,1011381,83562,275582
1799,1093221,84011,278433
1800,1034457,86071,282238
1801,1190529,89801,296487
1802,1199365,129984,277512
1803,1254243,86068,285841
1804,1066212,86602,285397
1805,1164647,85690,283367
1806,1173077,83899,278513
1807,1024023,83243,276366
1808,1435382,101218,414932
1809,1092342,86362,286046
1810,1056851,86184,286338
1811,1053159,86110,284847
1812,1059946,85657,312460
1813,1086510,88951,316684
1814,1309087,97393,356543
1815,1129135,92089,304399
1816,1107217,86610,286969
1817,1061687,86241,286416
1818,1066992,86136,285425
1819,1127353,91594,306113
1820,1066502,88065,290351
1821,1066929,133613,321393
1822,1112080,104971,302888
1823,1352545,107329,314486
1824,1189878,94631,315653
1825,1134744,91575,304290
1826,1231574,91669,307855
1827,1088025,113582,345067
1828,1407191,101169,349569
1829,2237000,131436,442956
1830,1657162,102849,467830
1831,2298319,98091,424078
1832,1216197,118247,332373
1833,1191936,92128,315290
1834,1179933,94675,317724
1835,1243627,100001,342228
1836,1187578,93008,326385
1837,1150787,94827,314896
1838,1236071,94953,318635
1839,1212441,86619,296107
1840,1240184,84271,283004
1841,1271284,101235,368138
1842,1126959,88393,293120
1843,1090390,86459,289221
1844,1176075,92374,293841
1845,1124813,87926,302649
1846,1282553,89784,295614
1847,1275792,84608,283885
1848,1357410,84509,283921
1849,1224538,86399,291534
1850,1133545,86515,291848
1851,1100371,86505,290670
1852,1120539,86389,302140
1853,1069581,84219,283968
1854,1069256,83413,282791
1855,1074623,83503,569044
1856,1234075,83859,284290
1857,1217889,83655,282961
1858,1170253,84162,284749
1859,1280545,112285,451577
1860,1543777,84303,285523
1861,1081767,84202,303382
1862,1081505,84271,284782
1863,1301853,86565,336938
1864,1155679,126339,285891
1865,1374740,84517,306217
1866,1174266,86873,295591
1867,1120138,85977,292906
1868,1153776,84078,285710
1869,1176375,91662,311112
1870,1307573,92082,312829
1871,1093418,83548,285657
1872,1231474,84351,288585
1873,1285277,87400,295498
1874,1307716,91971,313143
1875,1216764,94633,321485
1876,1233880,84462,288743
1877,1276425,89319,304875
